id,adaptability,good_for_novice_owners,sensitivity_level,tolerates_being_alone,tolerates_cold_weather,tolerates_hot_weather,all_around_friendliness,affectionate_with_family,incredibly_kifriendly_dogs,dog_friendly,friendly_towarstrangers,health_grooming,amount_of_shedding,drooling_potential,easy_to_groom,general_health,potential_for_weight_gain,size,trainability,easy_to_train,intelligence,potential_for_mouthiness,prey_drive,tendency_to_bark_or_howl,wanderlust_potential,exercise_needs,energy_level,intensity,potential_for_playfulness,breed_group,height,weight,lifspan,adapts_well_to_apartment_living
113,3,2,4.0,1,4,4,5,5,5,5,4,3,5,3,5,4,3,4,4,4,5,5,3.0,3,3,5.0,5,5.0,5,Sporting Dogs,26 to 34 inches tall at the shoulder,30 to 80 pounds ,10 to 14 years,Resistant
114,3,4,4.0,3,3,2,4,5,4,4,3,3,2,3,4,3,4,4,3,4,4,2,3.0,3,4,4.0,4,2.0,5,Companion Dogs,12 to 16 inches,10 to 20 pounds,12 to 15 years,Moderate
115,4,4,4.0,2,4,3,4,5,5,5,5,3,2,2,4,3,2,3,3,3,5,3,4.0,2,3,4.0,4,5.0,4,Mixed Breed Dogs,"2 feet, 2 inches to 2 feet, 8 inches tall at the shoulder",13 to 17 pounds,12 to 15 years,Flexible
116,3,3,,3,2,4,4,5,4,3,3,2,2,1,4,3,3,2,3,2,3,3,4.0,5,5,5.0,5,5.0,4,Companion Dogs,16 to 25 inches ,9 to 15 pounds,12 to 15 years ,Versatile
117,4,5,5.0,1,2,2,4,5,5,2,4,2,2,1,5,4,2,1,3,4,4,1,1.0,2,2,5.0,3,3.0,5,Companion Dogs,20 to 25 inches,9 to 15 pounds,12 to 15 years,Versatile
118,3,4,5.0,1,2,3,4,5,5,2,4,2,2,1,5,3,1,2,3,4,4,1,3.0,4,5,5.0,5,4.0,5,Mixed Breed Dogs,"1 foot, 3 inches to 1 foot, 9 inches tall at the shoulder",120 to 180 pounds,14 to 20 years,Flexible
119,4,3,4.0,2,4,3,5,5,4,4,4,3,3,4,3,4,2,4,4,4,5,5,3.0,4,4,5.0,5,4.0,5,Sporting Dogs,26 to 34 inches tall at the shoulder,35 to 80 pounds,10 to 14 years,Resistant
120,2,4,3.0,1,4,3,4,5,4,3,1,4,4,3,3,2,2,4,3,3,4,2,2.0,3,1,4.0,2,3.0,3,Working Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,14 to 20 years,Hesitant
121,3,3,4.0,1,4,2,4,5,5,4,2,2,3,1,5,5,3,3,3,5,4,4,3.0,2,3,4.0,4,3.0,5,Companion Dogs,20 to 25 inches,9 to 15 pounds,12 to 15 years,Versatile
122,4,2,4.0,3,3,4,5,5,4,4,3,3,2,2,2,4,3,2,3,3,4,2,4.0,3,4,4.0,5,3.0,5,Terrier Dogs,22 inches to 26 inches tall at the shoulder,50 to 70 pounds,10 to 15 years,Flexible
123,3,4,3.0,3,4,3,5,5,3,5,2,3,1,2,4,4,3,3,4,4,3,4,5.0,4,4,4.0,3,3.0,4,Sporting Dogs,"1 foot, 9 inches to 2 feet, 2 inches tall at the shoulder",18 to 30 pounds,10 to 14 years,Hesitant
124,3,4,4.0,1,5,2,4,4,3,3,4,2,2,1,3,3,2,1,3,3,3,2,5.0,2,2,4.0,3,4.0,4,Mixed Breed Dogs,10 inches to 1 foot tall at the shoulder,9 to 15 pounds,12 to 18 years. Tiny Bernedoodles tend to live longer than standard.,Flexible
125,3,2,2.0,3,2,3,3,4,5,3,2,2,4,1,5,4,3,2,5,3,4,4,3.0,4,5,4.0,4,4.0,5,Mixed Breed Dogs,"Up to 1 foot, 2 inches tall at the shoulder",7 to 9 pounds,11 to 15 years,Hesitant
126,2,3,4.0,2,5,5,3,5,3,5,5,3,3,2,1,5,2,3,4,3,3,3,5.0,4,4,3.0,4,4.0,4,Sporting Dogs,"1 foot, 1 inch to 1 foot, 3 inches tall at the shoulder",18 to 30 pounds,10 to 14 years,Moderate
127,3,2,5.0,3,5,2,4,5,4,5,3,2,4,2,5,5,4,3,3,5,4,2,2.0,2,3,4.0,5,4.0,5,Mixed Breed Dogs,12 to 15 inches ,Starts at 30 pounds,14 to 16 years,Moderate
128,3,4,3.0,3,2,3,4,4,3,3,3,3,2,1,4,4,3,2,3,1,4,4,3.0,4,3,4.0,4,4.0,4,Mixed Breed Dogs,22 inches to 26 inches tall at the shoulder,Up to 7 pounds,10 to 12 years,Flexible
129,3,3,4.0,3,3,5,3,4,2,2,2,2,2,1,2,5,3,1,3,3,4,4,4.0,2,3,3.0,2,4.0,4,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 to 15 years,Flexible
130,3,3,3.0,2,3,3,4,5,5,3,3,2,1,1,3,3,4,2,4,2,4,3,4.0,2,5,3.0,5,3.0,4,Hound Dogs,16 to 25 inches ,9 to 15 pounds,10 to 15 years,Flexible
131,3,4,3.0,4,1,3,3,4,5,3,3,3,4,3,2,4,2,1,3,3,4,2,4.0,4,2,3.0,3,2.0,2,Companion Dogs,10 to 14 inches,18 to 30 pounds,12 to 15 years,Versatile
132,4,5,5.0,2,3,3,5,5,5,5,4,3,4,1,2,2,4,2,3,3,5,4,2.0,4,3,4.0,3,3.0,4,Companion Dogs,26 to 34 inches tall at the shoulder,44 to 50 pounds,12 to 18 years,Moderate
133,2,1,4.0,2,1,1,4,5,4,2,2,4,4,5,3,1,4,5,2,3,3,3,1.0,2,2,3.0,2,2.0,1,Working Dogs,8 inches to 10 inches tall at the shoulder,70 to 115 pounds,8 to 10 years,Hesitant
134,3,2,3.0,3,3,4,4,5,4,3,2,3,2,1,4,2,4,3,3,4,3,4,1.0,2,3,4.0,4,3.0,4,Sporting Dogs,19 to 24 inches,30 to 60 pounds,10 to 14 years,Hesitant
135,4,4,5.0,1,3,3,4,5,5,5,5,2,2,1,4,4,5,1,3,4,4,2,2.0,2,2,3.0,3,3.0,5,Companion Dogs,12 to 13 inches ,55 to 90 pounds,12 to 14 years,Versatile
136,3,3,3.0,3,4,3,3,4,4,3,3,3,4,2,3,5,3,2,4,3,4,2,2.0,2,3,4.0,4,2.0,4,Hybrid Dogs,12 to 16 inches,7 to 12 pounds,10 to 15 years,Flexible
137,3,1,4.0,1,3,4,5,5,5,5,4,4,4,1,5,3,4,2,4,4,5,4,3.0,3,4,5.0,5,4.0,5,Mixed Breed Dogs,16 to 25 inches ,40 to 180 pounds,10 to 16 years,Resistant
138,3,2,4.0,1,4,3,5,5,5,5,4,3,5,4,3,3,4,4,4,5,5,3,3.0,3,5,5.0,5,5.0,5,Herding Dogs,18 to 25 inches,75 to 120 pounds,10 to 12 years,Hesitant
139,4,5,3.0,3,4,2,4,4,4,3,3,2,2,1,3,2,4,1,3,4,4,4,4.0,2,3,3.0,3,2.0,4,Companion Dogs,10 to 25 inches,9 to 15 pounds,12 to 14 years,Versatile
140,4,3,5.0,1,3,4,5,4,5,5,4,3,3,1,2,5,3,1,4,4,4,4,5.0,1,4,5.0,5,4.0,4,Sporting Dogs,22 inches to 26 inches tall at the shoulder,50 to 65 pounds,13 to 15 years,Versatile
141,3,3,4.0,3,3,2,4,5,4,3,3,4,4,2,3,3,3,3,3,4,5,3,2.0,5,3,5.0,5,3.0,5,Herding Dogs,20 to 27 inches ,8 to 18 pounds ,10 to 16 years,Flexible
142,3,4,4.0,1,2,4,4,5,3,3,4,3,3,1,5,4,3,1,3,4,4,2,2.0,3,2,3.0,3,3.0,3,Companion Dogs,22 inches to 26 inches tall at the shoulder,45 to 55 pounds,12 to 15 years,Versatile
143,3,1,4.0,1,3,4,5,5,5,5,5,4,5,1,5,3,4,4,4,4,5,5,3.0,3,3,5.0,5,5.0,5,Mixed Breed Dogs,"2 feet, 4 inches to 2 feet, 8 inches tall at the shoulder",40 to 180 pounds,10 to 16 years,Resistant
144,3,2,3.0,2,3,4,3,5,5,3,2,2,3,3,3,5,3,3,4,5,4,3,5.0,2,3,5.0,5,4.0,5,Sporting Dogs,10 to 14 inches,14 to 16 pounds,10 to 12 years,Resistant
145,4,3,5.0,1,1,3,3,2,3,2,3,3,5,1,2,4,3,2,3,3,3,2,5.0,4,4,3.0,4,1.0,3,Terrier Dogs,22 inches to 26 inches tall at the shoulder,50 to 65 pounds,12 to 17 years,Moderate
146,3,1,4.0,1,3,4,4,5,4,3,4,3,4,1,5,2,4,4,3,5,5,3,4.0,4,3,5.0,5,5.0,5,Mixed Breed Dogs,"1 foot, 8 inches to 1 foot, 11 inches tall at the shoulder",40 to 180 pounds,12 to 15 years,Moderate
147,4,4,4.0,1,3,2,5,5,5,3,4,2,3,2,3,3,3,2,3,4,4,4,3.0,2,5,4.0,5,4.0,3,Companion Dogs,"1 foot, 5 inches to 1 foot, 8 inches tall at the shoulder",8 to 15 pounds ,12 to 15 years,Versatile
148,3,3,3.0,1,3,5,3,4,3,3,2,3,1,1,3,5,2,1,4,3,4,4,2.0,3,2,3.0,4,3.0,3,Terrier Dogs,"Up to 1 foot, 2 inches tall at the shoulder",45 to 100 pounds,12 to 16 years ,Versatile
149,4,4,5.0,3,4,3,3,5,3,4,3,3,2,2,4,4,3,2,3,4,4,2,2.0,3,2,,4,3.0,4,Mixed Breed Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",10 to 20 pounds,10 to 15 years,Flexible
150,3,2,4.0,2,3,2,4,5,4,5,4,4,4,1,2,2,3,1,3,4,4,3,4.0,1,5,4.0,5,3.0,5,Companion Dogs,20 to 25 inches,9 to 15 pounds,9 to 15 years,Versatile
151,3,2,5.0,2,5,3,5,5,5,2,5,3,3,1,4,3,3,2,4,3,4,4,5.0,1,3,4.0,5,3.0,4,Hound Dogs,26 to 28 inches at the shoulder,25 to 35 pounds. ,12 to 15 years,Resistant
152,3,3,3.0,3,2,2,4,5,4,3,3,3,1,2,4,4,2,3,3,4,3,4,2.0,3,2,5.0,4,3.0,5,Mixed Breed Dogs,"2 feet to 2 feet, 5 inches tall at the shoulder",45 to 80 pounds,Up to 15 years,Hesitant
153,2,1,3.0,2,4,3,3,4,3,5,5,3,2,1,5,3,3,3,4,3,4,4,5.0,5,5,5.0,4,2.0,4,Working Dogs,"1 foot, 9 inches to 2 feet, 1 inch tall at the shoulder",48 to 55 pounds,10 to 12 years,Moderate
154,3,2,4.0,1,2,4,4,5,4,1,3,3,2,1,3,2,4,4,4,5,4,3,4.0,3,5,4.0,4,4.0,5,Mixed Breed Dogs,9 to 12 inches,9 to 15 pounds,10 to 12 years,Versatile
155,3,4,4.0,3,2,2,4,4,3,2,3,3,4,1,4,3,4,2,3,4,3,3,2.0,3,3,3.0,4,2.0,4,Herding Dogs,10 to 14 inches,10 to 20 pounds,12 to 14 years,Flexible
156,3,1,5.0,2,2,4,4,5,4,3,3,3,4,1,2,5,3,4,5,3,4,4,3.0,2,3,5.0,5,3.0,5,Mixed Breed Dogs,11 to 24 inches,5 to 20 pounds ,12 to 15 years,Resistant
157,3,3,3.0,1,3,3,4,5,4,2,2,3,3,1,2,5,3,3,3,4,4,3,3.0,2,5,5.0,5,4.0,3,Sporting Dogs,"1 foot, 9 inches to 2 feet tall at the shoulder",25 to 40 pounds,9 to 11 years ,Moderate
158,4,5,2.0,3,2,3,5,5,5,5,5,3,3,1,4,4,4,2,3,3,3,4,4.0,1,3,4.0,4,3.0,2,Sporting Dogs,12 to 16 inches ,30 to 60 pounds,8 to 12 years,Flexible
159,3,2,4.0,2,5,3,3,5,3,3,2,3,4,1,4,3,3,3,4,2,4,4,5.0,4,5,4.0,4,2.0,4,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 3 inches tall at the shoulder",45 to 55 pounds,12 to 13 years,Flexible
160,3,4,4.0,2,2,4,4,5,4,2,3,2,1,1,5,3,3,2,4,5,4,3,3.0,4,3,5.0,5,3.0,5,Companion Dogs,20 to 25 inches,9 to 15 pounds,12 to 15 years,Resistant
161,2,2,3.0,3,5,2,3,5,4,3,3,3,3,4,4,4,3,3,3,4,4,4,5.0,3,3,4.0,4,3.0,4,Working Dogs,12 to 15 inches. ,18 to 30 pounds,10 to 12 years,Moderate
162,2,1,5.0,2,5,3,4,5,5,1,1,3,5,2,4,2,3,5,2,3,4,2,2.0,1,4,2.0,3,3.0,4,Working Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",18 to 30 pounds,8 to 12 years,Hesitant
163,3,2,2.0,1,2,4,3,4,3,3,2,3,3,1,5,3,3,1,3,4,3,3,3.0,4,5,3.0,3,3.0,4,Terrier Dogs,22 to 30 inches.,15 to 35 pounds ,9 to 15 years,Flexible
164,3,4,3.0,2,2,4,3,5,4,3,3,3,4,1,2,4,3,4,3,4,5,3,5.0,4,4,4.0,3,3.0,4,Mixed Breed Dogs,19 to 25 inches,45 to 70 pounds,13 to 18 years,Flexible
165,3,2,4.0,2,4,4,4,5,4,3,4,2,2,1,5,4,3,4,3,5,5,1,3.0,2,2,5.0,5,4.0,5,Mixed Breed Dogs,18 to 23.5 inches,Starts at 20 pounds,12 to 15 years,Flexible
166,4,5,4.0,1,2,2,4,5,4,4,4,2,4,1,3,3,4,3,3,4,4,3,3.0,2,2,4.0,4,3.0,5,Companion Dogs,8 to 18 inches ,25 to 30 pounds,10 to 15 years,Resistant
167,3,3,4.0,2,3,3,5,5,5,5,5,3,3,4,4,3,3,4,4,3,5,4,1.0,4,4,4.0,4,3.0,4,Working Dogs,19 to 24 inches,30 to 60 pounds,10 to 15 years,Moderate
168,3,2,4.0,3,4,2,4,5,5,4,5,4,5,5,1,3,3,3,4,4,4,3,2.0,2,3,4.0,2,3.0,5,Mixed Breed Dogs,16 to 25 inches,70 to 115 pounds,12 to 14 Years,Resistant
169,4,1,2.0,5,5,3,5,5,5,3,2,3,5,4,3,3,2,5,3,3,3,3,5.0,1,4,3.0,3,3.0,5,Working Dogs,"1 foot, 4 inches to 1 foot, 5 inches tall at the shoulder",30 to 60 pounds,12 to 15 years,Flexible
170,3,1,4.0,1,3,3,4,5,4,4,3,4,4,2,5,3,4,4,4,5,5,3,3.0,2,3,5.0,5,4.0,5,Mixed Breed Dogs,"1 foot, 8 inches to 1 foot, 11 inches tall at the shoulder",Starts at 20 pounds,10 to 15 years,Resistant
171,4,5,3.0,2,2,3,4,4,3,2,2,3,1,1,5,3,4,2,3,3,3,3,3.0,4,3,4.0,5,4.0,4,Companion Dogs,22 to 30 inches.,120 to 180 pounds,12 to 14 years,Versatile
172,2,1,3.0,2,4,2,4,5,5,2,5,3,5,4,3,4,3,4,4,4,4,4,5.0,4,4,2.0,4,3.0,4,Working Dogs,12 to 15 inches. ,30 to 60 pounds,10 to 12 years,Resistant
173,3,3,3.0,1,2,2,3,4,3,2,3,2,1,1,1,3,3,2,3,3,3,2,4.0,4,4,4.0,4,2.0,4,Mixed Breed Dogs,"Up to 1 foot, 2 inches tall at the shoulder",44 to 55 pounds. ,9 to 12 years,Flexible
174,3,4,3.0,2,2,2,4,5,4,4,3,4,4,2,3,3,4,3,3,4,4,2,2.0,3,2,4.0,4,2.0,4,Working Dogs,12 to 15 inches ,10 to 20 pounds,10 to 16 years,Hesitant
175,2,3,3.0,2,3,2,5,5,5,2,3,4,5,3,3,3,2,5,4,5,5,3,4.0,2,3,4.0,3,3.0,4,Working Dogs,19 to 24 inches,70 to 115 pounds,10 to 14 years,Resistant
176,4,5,4.0,2,3,2,4,5,4,4,3,3,4,2,4,2,5,2,2,4,4,3,1.0,4,1,4.0,3,2.0,4,Working Dogs,16 to 25 inches,70 to 115 pounds,12 to 14 years,Hesitant
177,2,1,4.0,1,3,3,4,5,4,3,3,4,5,1,3,3,4,4,4,5,5,3,4.0,4,3,5.0,5,4.0,5,Working Dogs,"2 feet, 4 inches to 2 feet, 8 inches tall at the shoulder",4 to 16 pounds ,11 to 13 years,Resistant
178,3,2,3.0,2,3,2,3,3,4,2,2,3,2,1,4,3,2,4,3,5,5,4,4.0,3,4,5.0,5,4.0,5,Working Dogs,11 to 24 inches,15 to 35 pounds ,10 to 15 years ,Resistant
179,3,2,2.0,3,4,2,4,4,4,3,4,3,3,1,4,4,3,3,3,4,4,2,5.0,2,2,4.0,4,3.0,4,Mixed Breed Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",7 to 12 pounds,12 to 14 years,Moderate
180,4,4,3.0,2,3,3,3,4,4,3,3,3,1,1,1,5,3,2,4,3,4,4,5.0,4,5,4.0,3,2.0,3,Companion Dogs,"Up to 1 foot, 2 inches tall at the shoulder",18 to 30 pounds,13 to 15 years,Versatile
181,3,2,4.0,1,2,2,4,5,4,4,4,4,2,1,4,3,4,4,3,4,4,3,2.0,3,2,4.0,4,3.0,4,Mixed Breed Dogs,9 to 12 inches,Starts at 20 pounds,12 to 15 years,Hesitant
182,3,4,5.0,1,4,3,5,5,5,5,5,4,5,5,3,5,5,5,4,3,4,2,5.0,4,4,4.0,4,5.0,4,Companion Dogs,19 to 24 inches,7 to 12 pounds,10 to 12 years,Flexible
183,3,2,4.0,3,3,4,4,4,4,2,2,3,2,1,2,5,3,4,4,3,3,4,4.0,2,4,5.0,4,3.0,4,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,8 to 11 years,Resistant
184,3,2,3.0,2,4,2,5,5,5,5,5,3,3,2,1,3,3,3,3,4,4,5,5.0,4,4,5.0,4,5.0,4,Hybrid Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,10 to 14 years,Resistant
185,3,2,2.0,1,2,3,5,5,4,2,4,4,3,1,4,5,3,4,5,4,5,2,4.0,2,4,5.0,4,5.0,5,Terrier Dogs,"1 foot, 5 inches to 1 foot, 8 inches tall at the shoulder",25 to 70 pounds ,10 to 12 years,Moderate
186,4,3,2.0,2,4,3,5,5,3,5,5,3,4,1,4,5,3,3,4,4,5,3,5.0,5,3,5.0,4,2.0,4,Sporting Dogs,9 inches to 1 foot tall at the shoulder,80 to 110 pounds,10 to 14 years,Moderate
187,4,3,3.0,2,3,3,4,5,4,4,2,3,2,2,4,4,3,2,3,3,4,2,2.0,2,3,4.0,4,4.0,5,Mixed Breed Dogs,12 to 15 inches ,30 to 60 pounds,10 to 14 years. ,Moderate
188,3,3,3.0,2,4,4,4,5,4,3,5,3,5,1,5,4,3,3,4,4,3,2,3.0,4,2,4.0,4,3.0,4,Mixed Breed Dogs,17 to 23 inches,10 to 20 pounds,12 to 15 years,Hesitant
189,3,2,4.0,3,4,3,4,5,4,3,4,2,2,1,2,3,2,2,3,2,3,2,4.0,3,2,4.0,4,2.0,5,Terrier Dogs,16 to 25 inches ,50 to 90 pounds,12 to 14 years,Flexible
190,3,2,5.0,2,4,4,5,5,5,5,4,4,5,1,5,4,3,4,4,4,4,3,3.0,3,5,5.0,5,4.0,5,Mixed Breed Dogs,15 to 30 inches,40 to 180 pounds,12 to 15 years,Resistant
191,3,2,4.0,2,4,4,4,5,4,4,5,3,4,1,3,3,3,4,4,4,5,5,4.0,2,3,4.0,4,3.0,5,Sporting Dogs,8 inches to 10 inches tall at the shoulder,15 to 17 pounds,10 to 15 years,Moderate
192,4,4,5.0,1,2,2,4,4,5,3,4,3,2,1,4,4,4,2,3,3,4,2,3.0,2,2,4.0,4,3.0,4,Terrier Dogs,14 to 18 inches,40 to 70 pounds,12 to 14 years,Flexible
193,3,2,4.0,2,4,3,4,5,4,4,4,4,2,2,3,3,3,4,3,4,5,2,3.0,2,3,4.0,5,3.0,5,Herding Dogs,20 to 27 inches ,15 to 17 pounds,12 to 15 years,Moderate
194,3,2,4.0,1,4,4,5,5,5,5,4,3,3,3,5,4,3,3,4,5,5,1,3.0,2,2,5.0,4,3.0,4,Herding Dogs,18 to 25 inches,25 to 35 pounds. ,12 to 14 years,Moderate
195,3,3,4.0,2,3,3,4,5,4,3,2,4,4,1,4,3,4,4,3,4,4,2,3.0,2,2,4.0,4,4.0,4,Mixed Breed Dogs,"2 feet to 2 feet, 2 inches tall at the shoulder",40 to 180 pounds,10 to 12 years.,Moderate
196,3,3,3.0,2,4,3,3,4,3,5,2,3,3,1,5,3,3,2,3,3,4,4,5.0,4,4,4.0,4,3.0,4,Terrier Dogs,"1 foot, 1 inch to 1 foot, 3 inches tall at the shoulder",7 to 12 pounds,10 to 15 years,Flexible
197,2,2,4.0,2,4,3,4,5,4,4,5,3,3,2,3,4,2,4,4,4,4,2,5.0,4,4,4.0,5,3.0,4,Working Dogs,24 to 31 inches tall at the shoulder,70 to 115 pounds,10 to 12 years,Hesitant
198,3,2,4.0,1,3,4,4,5,4,4,4,4,4,2,5,2,4,4,3,5,5,2,4.0,2,3,5.0,5,3.0,5,Mixed Breed Dogs,8 to 18 inches ,Starts at 20 pounds,10 to 15 years,Resistant
199,2,3,3.0,5,5,2,5,5,5,5,5,3,1,3,4,3,3,3,4,4,5,3,1.0,4,5,4.0,4,3.0,4,Working Dogs,19 to 24 inches,30 to 60 pounds,6 to 12 years,Flexible
200,3,3,4.0,1,4,2,4,5,4,4,4,2,1,1,2,4,3,3,3,4,4,3,3.0,2,2,4.0,4,3.0,5,Terrier Dogs,8 to 18 inches ,Starts at 20 pounds,10 to 15 years,Hesitant
201,3,3,4.0,1,3,3,5,5,5,2,5,3,2,1,5,5,4,3,4,2,3,4,5.0,4,5,4.0,5,3.0,5,Hound Dogs,"1 foot, 1 inch to 1 foot, 3 inches tall at the shoulder",45 to 100 pounds,10 to 14 years,Resistant
202,4,3,3.0,5,2,1,3,5,5,5,5,3,3,1,1,3,5,2,4,3,4,2,5.0,4,5,4.0,4,5.0,4,Hybrid Dogs,19 to 24 inches,30 to 60 pounds,12 to 14 years,Resistant
203,3,4,4.0,1,4,2,4,5,4,4,4,2,4,1,2,3,3,1,3,4,4,4,3.0,2,5,4.0,5,2.0,5,Mixed Breed Dogs,"1 foot, 1 inch to 1 foot, 5 inches tall at the shoulder",Starts at 20 pounds,12 to 15 years,Resistant
204,3,3,3.0,2,3,3,5,5,5,5,2,3,3,1,2,4,3,3,4,3,4,2,5.0,4,4,3.0,4,2.0,4,Hound Dogs,22 inches to 26 inches tall at the shoulder,30 to 60 pounds,10 to 14 years,Flexible
205,3,3,5.0,1,2,2,5,4,4,3,2,2,2,1,4,3,3,2,4,4,3,3,3.0,4,5,5.0,5,4.0,4,Mixed Breed Dogs,10 to 25 inches,13 to 18 pounds,8 to 12 years. ,Versatile
206,4,2,4.0,5,2,4,5,5,5,5,5,3,4,1,3,4,2,3,4,3,5,3,3.0,4,4,4.0,4,2.0,5,Working Dogs,"1 foot, 8 inches to 1 foot, 10 inches tall at the shoulder",50 to 65 pounds,12 to 15 years,Moderate
207,3,3,4.0,2,5,3,3,5,5,3,5,3,2,5,1,4,3,3,4,3,4,3,1.0,4,4,2.0,3,3.0,4,Hound Dogs,7 to 11 inches,30 to 60 pounds,13 to 18 years,Moderate
208,3,2,4.0,2,4,2,4,5,4,3,2,3,1,2,3,3,4,3,4,4,4,4,5.0,2,5,4.0,4,3.0,5,Mixed Breed Dogs,"2 feet, 3 inches to 2 feet, 5 inches tall at the shoulder",33 to 55 pounds,9 to 12 years,Hesitant
209,3,2,4.0,2,5,1,4,5,5,4,4,4,4,4,3,3,5,5,3,5,4,5,3.0,2,3,4.0,5,3.0,5,Working Dogs,24 to 31 inches tall at the shoulder,70 to 115 pounds,10 to 12 years,Hesitant
210,4,2,4.0,2,4,2,5,5,5,5,5,3,4,5,3,3,4,4,4,4,5,5,5.0,4,4,4.0,4,2.0,4,Working Dogs,19 to 24 inches,70 to 115 pounds,10 to 14 years,Moderate
211,3,1,4.0,2,3,4,4,5,5,4,4,4,4,2,5,4,4,4,3,5,5,5,3.0,3,3,,5,3.0,5,Herding Dogs,"1 foot, 8 inches to 1 foot, 11 inches tall at the shoulder",Starts at 20 pounds,10 to 15 years,Resistant
212,4,4,3.0,2,2,5,3,4,5,2,3,3,3,1,1,3,3,2,4,3,4,2,4.0,4,4,4.0,4,2.0,4,Herding Dogs,17 to 20 inches.,50 to 65 pounds,12 to 14 years,Flexible
213,4,2,3.0,3,4,2,4,5,5,4,3,3,5,1,3,4,3,4,3,3,3,3,2.0,3,1,3.0,3,2.0,4,Terrier Dogs,"From 10 to 29 inches tall at the shoulder, as sizes vary from tiny to standard",70 to 115 pounds,12 to 13 years,Versatile
214,3,5,3.0,3,3,2,3,4,3,1,3,2,1,1,2,2,4,2,3,3,4,2,2.0,4,1,4.0,2,3.0,4,Mixed Breed Dogs,10 to 14 inches,8 to 14 pounds,12 to 16 years ,Resistant
215,3,4,5.0,1,5,2,3,4,3,3,2,2,1,1,4,5,3,2,3,2,4,4,4.0,5,5,3.0,3,3.0,4,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,12 to 15 years ,Versatile
216,3,2,4.0,1,2,4,4,5,4,4,3,4,5,1,3,2,3,5,4,5,5,2,2.0,2,3,4.0,5,5.0,4,Working Dogs,8 to 18 inches ,Starts at 20 pounds,12 to 15 years,Hesitant
217,3,2,4.0,2,3,3,5,4,4,2,3,3,4,3,2,4,4,4,4,2,4,4,5.0,4,5,4.0,4,3.0,5,Mixed Breed Dogs,21 to 25 inches at the shoulder,15 to 35 pounds ,10 to 14 years,Flexible
218,3,2,4.0,2,3,3,4,5,4,4,3,3,4,2,3,4,2,3,3,4,5,3,3.0,2,3,4.0,4,3.0,4,Mixed Breed Dogs,"2 feet to 2 feet, 2 inches tall at the shoulder",8 to 15 pounds ,11 to 15 years,Moderate
219,3,4,3.0,3,2,2,4,3,4,3,3,3,4,1,4,2,2,3,3,4,4,4,2.0,3,3,4.0,3,3.0,4,Mixed Breed Dogs,"1 foot, 10 inches to 2 feet, 2 inches tall at the shoulder",40 to 70 pounds,12 to 14 years,Versatile
220,3,1,3.0,2,5,3,5,5,5,5,2,3,5,2,4,3,2,2,4,3,4,2,3.0,4,2,4.0,4,3.0,4,Hound Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,10 to 12 years,Resistant
221,4,4,5.0,1,2,4,5,5,5,2,4,2,3,1,2,5,4,2,3,3,3,4,4.0,4,5,3.0,4,5.0,5,Companion Dogs,22 to 30 inches.,120 to 180 pounds,12 to 15 years,Versatile
222,4,4,4.0,3,2,2,4,5,4,4,3,3,4,1,3,4,4,2,3,4,4,2,3.0,4,2,4.0,4,3.0,4,Mixed Breed Dogs,"2 feet to 2 feet, 2 inches tall at the shoulder",15 to 19 pounds,13 to 16 years,Moderate
223,3,5,3.0,4,2,3,5,5,5,5,2,3,4,1,2,4,3,3,4,5,5,3,4.0,4,5,4.0,4,2.0,5,Terrier Dogs,22 inches to 26 inches tall at the shoulder,4 to 12 pounds,11 to 13 years,Versatile
224,3,3,4.0,2,4,4,5,5,5,5,5,3,3,2,1,3,2,3,4,5,4,4,4.0,4,5,4.0,4,5.0,4,Hound Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",18 to 30 pounds,10 to 13 years,Flexible
225,4,3,3.0,2,5,3,5,5,5,5,5,3,3,4,4,4,5,3,4,3,5,5,5.0,4,5,4.0,4,5.0,4,Sporting Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",18 to 30 pounds,10 to 14 years,Resistant
226,3,2,5.0,1,5,3,4,5,4,4,5,4,5,5,4,4,4,5,2,3,5,5,4.0,3,3,4.0,5,5.0,4,Working Dogs,"1 foot, 7 inches to 1 foot, 10 inches tall at the shoulder",50 to 60 pounds,10 to 14 years,Moderate
227,2,3,3.0,2,4,3,5,5,5,5,5,3,5,3,1,4,2,5,4,1,5,5,5.0,4,5,4.0,4,5.0,4,Working Dogs,"1 foot, 3 inches to 1 foot, 4 inches tall at the shoulder",30 to 60 pounds,12 to 16 years,Resistant
